1665531563.73039,0.00000126078,311,330
1665531563.76368,0.00000126078,,
1665531563.79693,0.00000126078,,
1665531563.83035,0.00000264776,,
1665531563.8637,0.001665,,
1665531563.89702,0.001665,,
1665531563.93036,-0.0334394,,
1665531563.96368,-0.0361707,,
1665531563.99692,-0.0361707,,
1665531564.03038,-0.027946,,
1665531564.06369,-0.0218228,,
1665531564.09702,-0.0218228,,
1665531564.13037,0.161731,,
1665531564.16369,0.516836,,
1665531564.19691,0.516836,,
1665531564.23033,0.619124,,
1665531564.2637,0.5408,,
1665531564.29701,0.5408,,
1665531564.33024,0.387176,,
1665531564.36371,0.123708,,
1665531564.397,0.123708,,
1665531564.43038,-0.351954,,
1665531564.46369,-0.583035,,
1665531564.49704,-0.583035,,
1665531564.5304,-0.536012,,
1665531564.5637,-0.171933,,
1665531564.59703,-0.171933,,
1665531564.63026,0.211215,,
1665531564.66368,0.487456,,
1665531564.69692,0.487456,,
1665531564.73036,0.586647,,
1665531564.76368,0.529484,,
1665531564.79705,0.529484,,
1665531564.83037,0.477334,,
1665531564.86371,0.377443,,
1665531564.89703,0.377443,,
1665531564.93035,0.123033,,
1665531564.9637,0.320718,,
1665531564.9969,0.320718,,
1665531565.03032,0.614577,,
1665531565.06367,0.611176,,
1665531565.09703,0.611176,,
1665531565.13034,0.388949,,
1665531565.1637,0.228162,,
1665531565.19704,0.228162,,
1665531565.23036,0.0903668,,
1665531565.26366,0.0591836,,
1665531565.2969,0.0591836,,
1665531565.33036,0.259055,,
1665531565.36368,0.505365,,
1665531565.39688,0.505365,,
1665531565.43031,0.628238,,
1665531565.4637,0.77795,,
1665531565.49699,0.77795,,
1665531565.53037,0.920856,,
1665531565.5637,1.03174,,
1665531565.59704,1.03174,,
1665531565.63036,1.23324,,
1665531565.66358,1.33282,,
1665531565.69701,1.33282,,
1665531565.73035,1.24218,,
1665531565.76369,1.23493,,
1665531565.79704,1.23493,,
1665531565.83029,1.21095,,
1665531565.86351,1.22623,,
1665531565.89691,1.22623,,
1665531565.93036,1.18956,,
1665531565.9637,1.21007,,
1665531565.99691,1.21007,,
1665531566.03038,1.09558,,
1665531566.0637,0.937756,,
1665531566.09703,0.937756,,
1665531566.13039,0.772938,,
1665531566.16381,0.529777,,
1665531566.19686,0.529777,,
1665531566.23021,0.401019,,
1665531566.26358,0.238857,,
1665531566.29693,0.238857,,
1665531566.33038,0.0547665,,
1665531566.36371,0.0188607,,
1665531566.39704,0.0188607,,
1665531566.43038,0.249144,,
1665531566.46371,0.30292,,
1665531566.49706,0.30292,,
1665531566.53038,0.0282714,,
1665531566.56371,0.0182685,,
1665531566.59687,0.0182685,,
1665531566.6302,0.0590844,,
1665531566.6637,0.0256101,,
1665531566.69691,0.0256101,,
1665531566.73022,-0.117352,,
1665531566.7637,-1.04872,,
1665531566.79692,-1.04872,,
1665531566.83035,-1.55322,,
1665531566.86371,-1.90492,,
1665531566.89704,-1.90492,,
1665531566.93036,-2.02024,,
1665531566.96379,-2.02591,,
1665531566.99686,-2.02591,,
1665531567.03037,-1.57193,,
1665531567.06353,-1.03505,,
1665531567.09693,-1.03505,,
1665531567.13037,-0.540883,,
1665531567.16371,0.0911452,,
1665531567.19702,0.0911452,,
1665531567.23035,0.0557323,,
1665531567.26368,0.0145561,,
1665531567.29705,0.0145561,,
1665531567.33037,0.152546,,
1665531567.36369,-0.0794343,,
1665531567.39703,-0.0794343,,
1665531567.43037,-0.542314,,
1665531567.46369,-1.14073,,
1665531567.49694,-1.14073,,
1665531567.53039,-1.45945,,
1665531567.56371,-1.86619,,
1665531567.59704,-1.86619,,
1665531567.63038,-2.10152,,
1665531567.6637,-1.99419,,
1665531567.69704,-1.99419,,
1665531567.73037,-1.84458,,
1665531567.76371,-1.34417,,
1665531567.79691,-1.34417,,
1665531567.83033,-0.170157,,
1665531567.8637,0.24047,,
1665531567.89704,0.24047,,
1665531567.93035,0.067287,,
1665531567.9637,0.078445,,
1665531567.99689,0.078445,,
1665531568.03037,0.321557,,
1665531568.0637,0.562482,,
1665531568.09705,0.562482,,
1665531568.13038,0.385266,,
1665531568.16358,-0.141639,,
1665531568.19696,-0.141639,,
1665531568.23029,-0.80146,,
1665531568.2637,-1.44888,,
1665531568.29705,-1.44888,,
1665531568.33038,-1.59548,,
1665531568.36371,-0.537514,,
1665531568.39703,-0.537514,,
1665531568.43037,0.110015,,
1665531568.4637,0.0998908,,
1665531568.49704,0.0998908,,
1665531568.53035,-0.0313312,,
1665531568.56371,-0.0633592,,
1665531568.59687,-0.0633592,,
1665531568.63036,-0.0519024,,
1665531568.66368,-0.00000060197,,
1665531568.69702,-0.00000060197,,
1665531568.73037,-0.0131674,,
1665531568.7637,0.138581,,
1665531568.79702,0.138581,,
1665531568.83036,0.340432,,
1665531568.86371,0.50167,,
1665531568.89702,0.50167,,
1665531568.93038,0.554391,,
1665531568.96358,0.428437,,
1665531568.99689,0.428437,,
1665531569.0303,0.141118,,
1665531569.06371,-0.000000028136,,
1665531569.09701,-0.000000028136,,
1665531569.13036,0.0207803,,
1665531569.1637,0.0591655,,
1665531569.19693,0.0591655,,
1665531569.23034,0.0689097,,
1665531569.26372,0.066933,,
1665531569.29703,0.066933,,
1665531569.33037,0.030921,,
1665531569.36366,0.223374,,
1665531569.39695,0.223374,,
1665531569.43035,0.513759,,
1665531569.4637,0.703908,,
1665531569.49692,0.703908,,
1665531569.53035,0.724945,,
1665531569.5637,0.663949,,
1665531569.59705,0.663949,,
1665531569.63036,0.628792,,
1665531569.66368,0.564,,
1665531569.69703,0.564,,
1665531569.73037,0.48733,,
1665531569.76372,0.420544,,
1665531569.79697,0.420544,,
1665531569.83028,0.258655,,
1665531569.86368,0.15556,,
1665531569.89701,0.15556,,
1665531569.93018,0.198744,,
1665531569.96371,0.283516,,
1665531569.99691,0.283516,,
1665531570.03037,0.37496,,
1665531570.0637,-0.0873523,,
1665531570.09704,-0.0873523,,
1665531570.13035,-0.562674,,
1665531570.16358,-1.25828,,
1665531570.19697,-1.25828,,
1665531570.23019,-1.62297,,
1665531570.26369,-1.89085,,
1665531570.29687,-1.89085,,
1665531570.33032,-1.01832,,
1665531570.3637,-0.0329691,,
1665531570.39694,-0.0329691,,
1665531570.43035,0.243637,,
1665531570.46366,-0.00654127,,
1665531570.49702,-0.00654127,,
1665531570.53035,-0.205971,,
1665531570.5637,-0.407917,,
1665531570.59686,-0.407917,,
1665531570.63021,-0.480771,,
1665531570.66354,-0.344326,,
1665531570.69693,-0.344326,,
1665531570.73023,-0.105099,,
1665531570.76371,0.0291287,,
1665531570.79693,0.0291287,,
1665531570.83037,0.069154,,
1665531570.86374,-0.0368498,,
1665531570.89705,-0.0368498,,
1665531570.93038,-0.0157579,,
1665531570.96371,-0.0104252,,
1665531570.99686,-0.0104252,,
1665531571.03023,0.112873,,
1665531571.0637,0.0392142,,
1665531571.09693,0.0392142,,
1665531571.13035,-0.0500357,,
1665531571.1637,-0.107994,,
1665531571.19693,-0.107994,,
1665531571.2304,0.00418974,,
1665531571.2637,-0.532501,,
1665531571.29704,-0.532501,,
1665531571.33038,-1.28924,,
1665531571.36371,-1.74978,,
1665531571.39687,-1.74978,,
1665531571.4302,-2.03963,,
1665531571.46353,-2.03333,,
1665531571.49693,-2.03333,,
1665531571.53036,-1.6938,,
1665531571.56371,-1.16257,,
1665531571.59705,-1.16257,,
1665531571.63037,-0.600357,,
1665531571.6637,0.0788799,,
1665531571.69692,0.0788799,,
1665531571.73036,0.129575,,
1665531571.76368,-0.0254259,,
1665531571.79687,-0.0254259,,
1665531571.83021,-0.0167178,,
1665531571.8637,0.0548262,,
1665531571.89702,0.0548262,,
1665531571.93038,-0.138374,,
1665531571.96371,-0.867293,,
1665531571.99693,-0.867293,,
1665531572.0304,-1.40578,,
1665531572.06371,-1.78509,,
1665531572.09704,-1.78509,,
1665531572.13024,-2.08,,
1665531572.1638,-1.08506,,
1665531572.19689,-1.08506,,
1665531572.23039,-0.0951313,,
1665531572.2637,0.221855,,
1665531572.29691,0.221855,,
1665531572.33037,0.0258165,,
1665531572.36368,0.215345,,
1665531572.39703,0.215345,,
1665531572.43037,0.430289,,
1665531572.46354,0.447939,,
1665531572.49693,0.447939,,
1665531572.53038,0.407934,,
1665531572.56378,0.517004,,
1665531572.59688,0.517004,,
1665531572.63037,0.732888,,
1665531572.66367,0.902082,,
1665531572.69704,0.902082,,
1665531572.73034,1.03996,,
1665531572.76367,1.23034,,
1665531572.79702,1.23034,,
1665531572.83037,1.47175,,
1665531572.86372,1.6934,,
1665531572.89702,1.6934,,
1665531572.93037,1.86904,,
1665531572.9637,1.98657,,
1665531572.997,1.98657,,
1665531573.03024,1.86384,,
1665531573.06354,1.88726,,
1665531573.09704,1.88726,,
1665531573.13038,1.84101,,
1665531573.1637,1.86123,,
1665531573.19691,1.86123,,
1665531573.23037,1.9198,,
1665531573.26351,1.7903,,
1665531573.29703,1.7903,,
1665531573.33037,1.82251,,
1665531573.36371,1.82251,,
1665531573.39689,1.82251,,
1665531573.43035,1.72909,,
1665531573.46368,1.43372,,
1665531573.49704,1.43372,,
1665531573.53037,0.74248,,
1665531573.56369,0.74248,,
1665531573.59704,-0.0928253,,
1665531573.63035,-0.624338,,
1665531573.66362,-1.22645,,
1665531573.69697,-1.22645,,
1665531573.73038,-1.61989,,
